conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_171,Speaker 3,Parker,[Turn 3] [SPEAKER] Speaker 3: Were you guys making fun of [E2]Parker[/E2]?,negative,0.8,"the speaker uses language of exclusion, ridicule, or mockery, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_77,Speaker 2,Charlie,"[Turn 1] [SPEAKER] Speaker 1: So what were you doing out there, do you not like [E2]Charlie[/E2]?",neutral,0.8,"the speaker uses a neutral tone and asks a question about the subject's actions, which lacks specific emotional charge or interpersonal sentiment. the subject's name, charlie, is mentioned, but it doe"
conv_1042,Carol,Speaker 1,"[Turn 3] [SPEAKER] Speaker 1: The first time! No seriously, imagine if [E1]Carol[/E1] hadn’t realized she was a lesbian.",neutral,0.7,"the speaker uses language of hypothetical scenario, which lacks specific emotional charge or interpersonal sentiment, but the mention of carol's sexual orientation could be perceived as a sensitive to"
conv_545,Speaker 2,Ben,[Turn 1] [SPEAKER] Speaker 1: And here's little [E2]Ben[/E2] nodding off...,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_774,Speaker 5,Cecilia Monroe,"[Turn 16] [SPEAKER] Speaker 1: Uh [E2]Cecilia Monroe[/E2], she plays Jessica Lockhart.",neutral,0.8,"the speaker mentions a person's name, indicating a social bond or connection. the tone is neutral, without any emotional charge or interpersonal sentiment."
conv_615,Speaker 2,Phoebe,[Turn 10] [SPEAKER] Speaker 2: What's up? Is [E2]Phoebe[/E2] OK?,neutral,0.8,"the speaker uses a casual greeting (""what's up?""), which is a neutral or friendly tone. the question about phoebe's well-being (""is phoebe ok?"") is also a neutral or concerned tone."
conv_236,Speaker 1,Rachel,"[Turn 8] [SPEAKER] Speaker 1: I mean, all I’m asking for is just a little emotion! Is that too much to ask after six years?! I mean what? Are-are-are [E2]Rachel[/E2] and I not as close as you guys?! I mean do we not have as much fun?! Don’t I deserve a few tears?!! I mean we-we told Joey, he cried his eyes out!",negative,0.9,"the speaker is expressing frustration, disappointment, and a sense of betrayal, indicating a negative emotional attribution toward the target. the speaker is asking for emotional validation and is que"
conv_160,Speaker 1,Emma,[Turn 4] [SPEAKER] Speaker 2: Like I said I was thinking of taking [E2]Emma[/E2] to the museum of knives and fire!,neutral,0.8,"the speaker's tone is neutral, and the sentence lacks emotional charge or interpersonal sentiment. the speaker is simply stating a thought or intention, without any apparent emotional attachment or so"
conv_197,Richard,Speaker 2,[Turn 11] [SPEAKER] Speaker 1: That is so weird! I had a dream that you'd have lunch with [E1]Richard[/E1].,neutral,0.8,"the speaker uses language of surprise, curiosity, or interest, indicating a neutral emotional attribution toward the target. the speaker's tone is more observational than emotional, focusing on the un"
conv_721,Spackel Back Harry,Speaker 1,"[Turn 3] [SPEAKER] Speaker 1: Hey, don’t call him that! His name is [E1]Spackel Back Harry[/E1]!",positive,0.9,"the speaker uses language of protection, defense, or advocacy, indicating a positive emotional attribution toward the target."
conv_180,Speaker 3,Ross,"[Turn 6] [SPEAKER] Speaker 2: Well, if you’re on e of [E2]Ross[/E2]’s best friends, why aren’t you here?",negative,0.8,"the speaker's question implies a sense of exclusion or social rejection, as they are questioning the subject's relationship with ross and their absence from the event. this suggests a negative emotion"
conv_143,Pete,Speaker 5,"[Turn 10] [SPEAKER] Speaker 8: Well, this is ironic. Of your last two boyfriends, Richard didn’t want to have kids, and from the looks of it, now [E1]Pete[/E1] can’t.",negative,0.8,"the speaker uses language of irony, which can be perceived as a subtle form of criticism or disapproval. the speaker is highlighting the similarity between the two boyfriends, implying that pete's ina"
conv_240,Chandler,Speaker 2,[Turn 7] [SPEAKER] Speaker 1: You tell your friend [E1]Chandler[/E1] that we’re definitely broken up this time.,negative,0.9,"the speaker uses language of rejection, separation, or conflict, indicating an unfavorable social bond and negative emotional attribution toward the target."
conv_470,Rachel,Speaker 2,[Turn 17] [SPEAKER] Speaker 1: And we’ll need you and [E1]Rachel[/E1] to testify before a judge.,neutral,0.8,"the speaker is requesting the presence of the subject (speaker 1) and the object (rachel) for a specific task (testifying before a judge). the tone is formal and objective, indicating a neutral emotio"
conv_759,Speaker 2,Francis,"[Turn 1] [SPEAKER] Speaker 1: Okay. I have just a few questions to ask so I'm going to get out my official forms. Okay, so, question 1) You and uh, you were married to [E2]Francis[/E2]' daughter Lilly, is that correct?",neutral,0.8,"the speaker is asking questions in a formal and professional tone, indicating a neutral emotional attribution."
conv_506,Emily,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: So I asked [E1]Emily[/E1] if she would come to New York, and she said yes.",positive,0.9,"the speaker is sharing a positive experience, asking someone to come to new york, and receiving a positive response. this indicates a positive emotional attribution between the parties."
conv_1040,Kathy,The Velveteen Rabbit,"[Turn 7] [SPEAKER] Speaker 1: Actually, this is for [E1]Kathy[/E1]'s birthday. It's an early edition of her favorite book.",positive,0.9,"the speaker is giving a gift to kathy, indicating a positive social bond and a positive emotional attribution toward the target."
conv_73,Speaker 1,Chris,[Turn 4] [SPEAKER] Speaker 2: Crematorium [E2]Chris[/E2]? Sure!,neutral,0.9,the speaker uses a neutral tone and does not express any strong emotions or sentiment towards the target. the sentence is task-oriented and lacks specific emotional charge or interpersonal sentiment.
conv_957,Ben,Speaker 2,[Turn 4] [SPEAKER] Speaker 2: Yeah I know; he’s in [E1]Ben[/E1]’s class.,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_68,Speaker 1,Janice,"[Turn 5] [SPEAKER] Speaker 1: That's a good idea, 'Dear [E2]Janice[/E2] have a Hubba-Bubba birthday'. I would like to get her something serious.",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_128,Speaker 2,Timmy,"[Turn 5] [SPEAKER] Speaker 1: Uh... To name a few. You know... You know... You've just always been like this. You just have to have everything. And I couldn't have anything. Like in junior high, when you stole [E2]Timmy[/E2] from me. I mean, do you even realize how much that hurt me?",negative,0.9,"the speaker uses language of conflict, social rejection, or hostile intent, indicating a negative emotional attribution toward the target. the speaker mentions past hurt and betrayal, which suggests a"
conv_413,Speaker 5,Alan,[Turn 5] [SPEAKER] Speaker 4: [E2]Alan[/E2].,positive,0.8,"the speaker uses a name, indicating a familiar or known person, which suggests a positive emotional attribution."
conv_32,Ginger,Pepper,"[Turn 13] [SPEAKER] Speaker 1: All right!! Okay, it was like four years ago. Okay, [E1]Ginger[/E1] and I had gone out a few times, and then this one weekend, we went up to her Dad’s cabin. Just me, her, and her annoying little dog [E2]Pepper[/E2]. Well that night, I cooked this really romantic dinner....",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_413,Speaker 6,Alan,"[Turn 6] [SPEAKER] Speaker 2: He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-[E2]Alan[/E2], second base-[E2]Alan[/E2], third base-...",positive,0.9,"the speaker uses language of admiration, praise, or astonishment, indicating a positive emotional attribution toward the target."
conv_312,Susan,Carol,[Turn 9] [SPEAKER] Speaker 3: You actually think that something can happen between Emily and [E1]Susan[/E1]?,neutral,0.9,"the speaker is asking a question about a potential romantic relationship between two individuals, emily and susan. the tone of the question is neutral, and there is no apparent conflict or hostility."
conv_150,Speaker 1,Ross,"[Turn 1] [SPEAKER] Speaker 1: Oh, look at me, look at me. Oh, I'm on a date with a really great guy, all I can think about is [E2]Ross[/E2] and his cat and his... Julie. I just want to get over him. gosh, why can't I do that?",negative,0.9,"the speaker expresses a desire to move on from a past relationship, indicating a sense of longing and emotional attachment. the mention of ross and his cat and julie suggests a lingering emotional con"
conv_490,Owen,Speaker 2,"[Turn 12] [SPEAKER] Speaker 3: I know the process is frustrating, but it's so worth it. Adopting [E1]Owen[/E1] was the best thing that ever happened to us.",positive,0.95,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the phrase ""the best thing that ever happened to"
conv_81,Speaker 2,Celtics,[Turn 8] [SPEAKER] Speaker 2: The [E2]Celtics[/E2].,neutral,0.9,"the sentence appears to be a statement about a sports team, the celtics, without any emotional connotation or interpersonal sentiment. it lacks specific emotional charge or social context, resulting i"
conv_124,Richard,Speaker 2,[Turn 23] [SPEAKER] Speaker 1: R-R-[E1]Richard[/E1] said he wants to marry you?! And-and Chandler’s tellin’ ya how much he hates marriage?!,negative,0.8,"the speaker is expressing surprise, shock, or disbelief at the news, indicating a strong emotional reaction. the tone is more negative than positive, as the speaker is reacting to a potentially life-c"
conv_251,Barry,Speaker 1,[Turn 5] [SPEAKER] Speaker 3: No! [E1]Barry[/E1] and Mindy.,negative,0.9,"the speaker uses a strong negative sentiment (""no!"") and a name (""barry"") which is not typically associated with positive emotions, indicating a negative emotional attribution between the parties."
conv_86,Speaker 1,Mark,"[Turn 11] [SPEAKER] Speaker 1: Okay, well if I stop playing with Joey and Chandler, can I play with [E2]Mark[/E2]?",neutral,0.8,"the speaker is asking permission to play with someone else, indicating a desire for social interaction and potentially a positive emotional attribution. the tone is polite and inquiring, suggesting a"
conv_41,Ronni,Speaker 1,[Turn 3] [SPEAKER] Speaker 1: Her name's [E1]Ronni[/E1]. She's a pet mortician.,neutral,0.9,"the speaker introduces a new person, ronni, in a neutral context, without any emotional charge or interpersonal sentiment. the tone is informative and lacks any specific emotional attribution."
conv_268,Speaker 2,Jiminy Billy Bob,"[Turn 2] [SPEAKER] Speaker 2: We had a good time. By the way, I wanted to ask you something. It would really mean a lot to me, if the baby was a boy, that you name him after my father, [E2]Jiminy Billy Bob[/E2].",positive,0.95,"the speaker expresses a personal request, using language of inclusion and gratitude, indicating a favorable social bond and positive emotional attribution toward the target."
conv_737,Ross,Emily,"[Turn 6] [SPEAKER] Speaker 2: Oh, honey, please, no, I can't get started with all that [E1]Ross[/E1] stuff again. I mean, he's gonna screwed up for a looong time. And besides y'know, I don't, I don't go for guys right after they get divorced.",negative,0.8,"the speaker uses language of rejection, disinterest, or dismissal, indicating a negative emotional attribution toward the subject (ross). the speaker also expresses empathy and concern for ross's well"
conv_58,Ben,Carol,[Turn 5] [SPEAKER] Speaker 1: Are you one of [E1]Ben[/E1]’s mothers?,neutral,0.8,"the speaker asks a question about the relationship between the subject and object, indicating a neutral emotional attribution."
conv_186,Erica Ford,Speaker 4,"[Turn 5] [SPEAKER] Speaker 4: 'Dear Dr. Remore, know that I love you and would do anything to have you.' Gosh. 'Your not-so-secretive admirer, [E1]Erica Ford[/E1].' Ooh wait, 'PS enclosed please find 14 of my eyelashes.'",positive,0.95,"the speaker uses language of romantic affection, indicating a strong positive emotional attribution toward the subject. the use of the phrase ""i love you"" and the enclosed eyelashes suggest a deep emo"
