conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_180,Speaker 3,Ross,"(-1 Turn: Speaker 3: Oh, hi, Mrs. Waltham. I need to speak with ether one of the best men, or Ross’s sister Monica.) (Target Turn: Speaker 3: Oh, hi, Mrs. Waltham. I need to speak with ether one of the best men, or Ross’s sister Monica.) (+1 Turn: Speaker 3: Oh, hi, Mrs. Waltham. I need to speak with ether one of the best men, or Ross’s sister Monica.)",neutral,0.8,"the speaker uses a formal greeting, indicating a neutral or professional tone. the request to speak with one of the best men or ross's sister monica suggests a task-oriented or logistical interaction,"
conv_101,Mr. Kostelick,Speaker 2,"(-1 Turn: N/A) (Target Turn: Speaker 3: Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day.) (+1 Turn: Speaker 3: Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day.)",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_124,Speaker 2,Chandler,"(-1 Turn: Speaker 1: Chandler is a complex fellow, one who is unlikely to take a wife.) (Target Turn: Speaker 1: Monica face it, Chandler is against marriage. And-and always will be!) (+1 Turn: Speaker 1: Monica face it, Chandler is against marriage. And-and always will be!)",negative,0.9,"the speaker uses language of criticism, rejection, or opposition, indicating a negative emotional attribution toward the target."
conv_334,Paolo,Speaker 1,"(-1 Turn: Speaker 1: Ok, uh, Billy Dreskin, Pete Carney, Barry, and uh, oh, Paolo.) (Target Turn: Speaker 1: Ok, uh, Billy Dreskin, Pete Carney, Barry, and uh, oh, Paolo.) (+1 Turn: Speaker 1: Ok, uh, Billy Dreskin, Pete Carney, Barry, and uh, oh, Paolo.)",neutral,0.9,"the speaker is listing names, which is a neutral action. there is no emotional language or sentiment expressed in the dialogue."
conv_67,Speaker 3,Paul,"(-1 Turn: Speaker 1: Go! I have it in my book. Go! Wait a minute! If you’re in charge of the invitations why am I the one who has to call her—Hello Mrs. Green! Hi, it’s Monica Geller.) (Target Turn: Speaker 1: Who's Paul?) (+1 Turn: Speaker 1: Go! I have it in my book. Go! Wait a minute! If you’re in charge of the invitations why am I the one who has to call her—Hello Mrs. Green! Hi, it’s Monica Geller.)",neutral,0.9,"the sentence is a question, and the speaker is asking about someone named paul. there is no emotional attribution or sentiment expressed in this sentence."
conv_143,Richard,Speaker 5,"(-1 Turn: Speaker 8: Well, this is ironic. Of your last two boyfriends, Richard didn’t want to have kids, and from the looks of it, now Pete can’t.) (Target Turn: Speaker 8: Well, this is ironic. Of your last two boyfriends, Richard didn’t want to have kids, and from the looks of it, now Pete can’t.) (+1 Turn: Speaker 8: Well, this is ironic. Of your last two boyfriends, Richard didn’t want to have kids, and from the looks of it, now Pete can’t.)",negative,0.8,"the speaker uses language of irony, which can be seen as a form of social commentary or critique. the speaker is pointing out the unexpected similarity between the two boyfriends, implying that the sp"
conv_300,Speaker 4,Mona,"(-1 Turn: Speaker 4: Ross and the most beautiful girl in the world.) (Target Turn: Speaker 2: So Ross, are you gonna bring Mona?) (+1 Turn: Speaker 2: So Ross, are you gonna bring Mona?)",neutral,0.9,"the speaker is asking a question about ross's plans, which is a neutral topic. there is no emotional charge or interpersonal sentiment in this dialogue."
conv_338,Speaker 1,Janine,"(-1 Turn: Speaker 1: Sure, neighbor come on in.) (Target Turn: Speaker 2: So, is Janine around?) (+1 Turn: Speaker 2: So, is Janine around?)",neutral,0.8,"the speaker is asking about janine's presence, which implies a neutral or casual inquiry, without any apparent emotional tone or social bond."
conv_75,Speaker 1,Chandler,"(-1 Turn: Speaker 1: Oh good. Good, look I'm so sorry, for screwing up that cutting-her-out plan. But I have a new plan. Chandler agreed to call here in a few minutes with an emergency.) (Target Turn: Speaker 1: Oh good. Good, look I'm so sorry, for screwing up that cutting-her-out plan. But I have a new plan. Chandler agreed to call here in a few minutes with an emergency.) (+1 Turn: Speaker 1: Oh good. Good, look I'm so sorry, for screwing up that cutting-her-out plan. But I have a new plan. Chandler agreed to call here in a few minutes with an emergency.)",positive,0.9,"the speaker apologizes for a past mistake and presents a new plan, indicating a willingness to make amends and improve the situation. the mention of chandler's agreement adds a sense of collaboration"
conv_309,Ross,Speaker 3,"(-1 Turn: Speaker 3: Not until you said it. Somebody switch! Wait a minute... Ross and Charlie, Joey and Rachel, Phoebe and Mike! We're the only people leaving with the same person we came with.) (Target Turn: Speaker 3: Not until you said it. Somebody switch! Wait a minute... Ross and Charlie, Joey and Rachel, Phoebe and Mike! We're the only people leaving with the same person we came with.) (+1 Turn: Speaker 3: Not until you said it. Somebody switch! Wait a minute... Ross and Charlie, Joey and Rachel, Phoebe and Mike! We're the only people leaving with the same person we came with.)",positive,0.9,"the speaker is listing the couples who are leaving with the same person they came with, indicating a sense of unity, togetherness, and possibly even romantic love. this suggests a positive emotional a"
conv_711,Speaker 1,Monica,"(-1 Turn: Speaker 1: Ahh! There's gotta be a way. I mean, you know, if Monica and Chandler move out here and now Phoebe is married to Mike. That just leaves me and Ross and Rach, you know what I mean?) (Target Turn: Speaker 1: Ahh! There's gotta be a way. I mean, you know, if Monica and Chandler move out here and now Phoebe is married to Mike. That just leaves me and Ross and Rach, you know what I mean?) (+1 Turn: Speaker 1: Ahh! There's gotta be a way. I mean, you know, if Monica and Chandler move out here and now Phoebe is married to Mike. That just leaves me and Ross and Rach, you know what I mean?)",negative,0.8,"the speaker expresses frustration, disappointment, or discontent, indicating a negative emotional attribution toward the target."
conv_35,Speaker 2,Mrs. Kay,"(-1 Turn: Speaker 1: It’s like you’re a cave person. Rachel, you must get a nanny. You don’t know how overwhelming this is going to be. I mean when you were a baby I had full time help, I had Mrs. Kay.) (Target Turn: Speaker 1: It’s like you’re a cave person. Rachel, you must get a nanny. You don’t know how overwhelming this is going to be. I mean when you were a baby I had full time help, I had Mrs. Kay.) (+1 Turn: Speaker 1: It’s like you’re a cave person. Rachel, you must get a nanny. You don’t know how overwhelming this is going to be. I mean when you were a baby I had full time help, I had Mrs. Kay.)",negative,0.9,"the speaker is expressing concern and frustration about the speaker's parenting choices, using a condescending tone. this indicates a negative emotional attribution between the parties."
conv_957,Speaker 2,Ben,"(-1 Turn: Speaker 2: Well actually, I’m picking Ben up tomorrow, maybe he’ll be there.) (Target Turn: Speaker 2: Well actually, I’m picking Ben up tomorrow, maybe he’ll be there.) (+1 Turn: Speaker 2: Well actually, I’m picking Ben up tomorrow, maybe he’ll be there.)",neutral,0.8,"the speaker mentions picking up someone, which implies a social interaction, but there is no emotional language used, no conflict, no rejection, no praise. the tone is neutral."
conv_81,Tim,Speaker 2,"(-1 Turn: Speaker 2: Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.) (Target Turn: Speaker 1: Well maybe he was just nervous, y’know you can be very intimidating. And besides I’ve met your pastry chef and she can stand to be taken down a peg or two.) (+1 Turn: Speaker 1: Well maybe he was just nervous, y’know you can be very intimidating. And besides I’ve met your pastry chef and she can stand to be taken down a peg or two.)",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_592,Speaker 2,Lee Majors,"(-1 Turn: Speaker 3: She pulled it out of me! She’s like a conversational wizard! How’d it go?) (Target Turn: Speaker 2: Yeah! How would you like it if I sent you to Lee Majors’ house and told you that he liked you, and you went down there and you found out that he didn’t like you? How would you feel?) (+1 Turn: Speaker 2: Yeah! How would you like it if I sent you to Lee Majors’ house and told you that he liked you, and you went down there and you found out that he didn’t like you? How would you feel?)",positive,0.9,"the speaker uses a hypothetical scenario to express empathy and understanding, indicating a favorable social bond and positive emotional attribution toward the target."
conv_907,Mr. Zelner,Betty,"(-1 Turn: N/A) (Target Turn: Speaker 1: Okay, I think we can get the evaluation back before they see it, but we’re gonna have to get into Mr. Zelner’s office. Now, he doesn’t get in until 10, so he’s no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk.) (+1 Turn: Speaker 1: Okay, I think we can get the evaluation back before they see it, but we’re gonna have to get into Mr. Zelner’s office. Now, he doesn’t get in until 10, so he’s no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk.)",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_615,Phoebe,Speaker 2,"(-1 Turn: Speaker 1: Well then, I didn't need to bother you or the four other Mike Hanagens I bothered.) (Target Turn: Speaker 2: Hey wait wait wait wait! Is that true what you said? Phoebe's never had a serious relationship?) (+1 Turn: Speaker 2: Hey wait wait wait wait! Is that true what you said? Phoebe's never had a serious relationship?)",neutral,0.8,"the speaker uses language of inquiry, curiosity, or surprise, indicating a neutral emotional attribution toward the target. the tone is more observational than confrontational."
conv_119,Speaker 2,Mike,"(-1 Turn: Speaker 1: She's also a scientist, so she's very smart and pretty and... well, it's actually because of you, really, that we're together, I mean, I saw what you had with that Mike guy, and I just said ""Boy, I want that"".) (Target Turn: Speaker 1: She's also a scientist, so she's very smart and pretty and... well, it's actually because of you, really, that we're together, I mean, I saw what you had with that Mike guy, and I just said ""Boy, I want that"".) (+1 Turn: Speaker 1: She's also a scientist, so she's very smart and pretty and... well, it's actually because of you, really, that we're together, I mean, I saw what you had with that Mike guy, and I just said ""Boy, I want that"".)",positive,0.9,"the speaker uses language of admiration, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also acknowledges the target's influ"
conv_180,Speaker 3,Ross,"(-1 Turn: Speaker 3: Hello. My name is Regina Phalange. I'm a businesswoman in town on business. Would you like to see my card? Ooh, what did I do with my file-a-facts? I must've left it in conference room B.) (Target Turn: Speaker 3: Oh, I’m Phoebe Buffay. I’m one of Ross’s best friends.) (+1 Turn: Speaker 3: Hello. My name is Regina Phalange. I'm a businesswoman in town on business. Would you like to see my card? Ooh, what did I do with my file-a-facts? I must've left it in conference room B.)",positive,0.9,"the speaker introduces themselves as phoebe buffay, one of ross's best friends, indicating a friendly and social tone. the interaction lacks any negative or conflictual elements."
